date,amount,description,category
2025-01-12,1595568,deposito,Tabungan & Investasi
2025-01-12,915386,hadiah natal,Donasi & Hadiah
2025-01-12,1370049,lain-lain,Lain-lain
2025-01-13,315575,fundraising,Donasi & Hadiah
2025-01-13,1407125,beli vitamin,Kesehatan & Kebugaran
2025-01-13,1792439,handuk mandi,Perumahan & Akomodasi
2025-01-13,364367,webinar,Pendidikan
2025-01-14,1605304,laptop,Pendidikan
2025-01-14,227683,souvenir,Travel & Liburan
2025-01-14,91245,klakson,Transportasi
2025-01-14,666072,konsultan,Bisnis & Profesional
2025-01-14,1427320,pengeluaran spontan,Lain-lain
2025-01-15,993758,service kulkas,Perumahan & Akomodasi
2025-01-15,908008,financial planning,Tabungan & Investasi
2025-01-15,583702,sabun mandi,Kesehatan & Kebugaran
2025-01-16,130789,klakson,Transportasi
2025-01-16,1222964,pinjaman online,Utang & Cicilan
2025-01-16,940546,mega finance,Utang & Cicilan
2025-01-16,591425,amplop,Pendidikan
2025-01-16,1024691,laptop,Pendidikan
2025-01-17,1637898,lampu motor,Transportasi
2025-01-17,951835,leasing mobil,Utang & Cicilan
2025-01-17,1974117,webcam,Pendidikan
2025-01-17,1664875,bubble tea,Makanan & Minuman
2025-01-17,240660,parkir motor,Transportasi
2025-01-17,1018547,city tour,Travel & Liburan
2025-01-17,1921891,lemari pakaian,Perumahan & Akomodasi
2025-01-18,939400,visa,Travel & Liburan
2025-01-18,182752,main futsal,Belanja & Hiburan
2025-01-18,903297,e-book,Belanja & Hiburan
2025-01-19,164376,ETF,Tabungan & Investasi
2025-01-19,1659086,alat kebersihan,Perumahan & Akomodasi
2025-01-19,1892221,networking,Bisnis & Profesional
2025-01-19,863701,bayar kos,Perumahan & Akomodasi
2025-01-19,391388,gunting rambut,Kesehatan & Kebugaran
2025-01-20,719910,dana pensiun,Tabungan & Investasi
2025-01-20,968984,jilid skripsi,Pendidikan
2025-01-20,998040,lampu motor,Transportasi
2025-01-20,770493,tiket teater,Belanja & Hiburan
2025-01-20,649896,pos,Lain-lain
2025-01-20,1849711,naik ojek,Transportasi
2025-01-20,816075,bantuan korban banjir,Donasi & Hadiah
2025-01-21,1828686,take over,Utang & Cicilan
2025-01-21,1436789,obligasi,Tabungan & Investasi
2025-01-21,122681,tas travel,Travel & Liburan
2025-01-21,1258958,setrika baju,Perumahan & Akomodasi
2025-01-21,590340,bumbu dapur,Makanan & Minuman
2025-01-21,530748,ujian,Pendidikan
2025-01-21,681166,bantuan tsunami,Donasi & Hadiah
2025-01-21,48483,hadiah imlek,Donasi & Hadiah
2025-01-21,1966883,hadiah anniversary,Donasi & Hadiah
2025-01-21,790686,membership gym,Kesehatan & Kebugaran
2025-01-22,170319,rumah investasi,Tabungan & Investasi
2025-01-22,171114,personal trainer,Kesehatan & Kebugaran
2025-01-22,671792,uang parkir,Lain-lain
2025-01-22,751647,sedekah,Donasi & Hadiah
2025-01-22,373535,deposit apartemen,Perumahan & Akomodasi
2025-01-22,115865,donasi pendidikan,Donasi & Hadiah
2025-01-23,1898320,seminar bisnis,Bisnis & Profesional
2025-01-23,958573,pensil,Pendidikan
2025-01-23,1041635,beli buku pelajaran,Pendidikan
2025-01-23,1626233,bisnis sampingan,Tabungan & Investasi
2025-01-23,1357640,hard disk,Pendidikan
2025-01-24,1782324,meja makan,Perumahan & Akomodasi
2025-01-24,512923,asuransi motor,Transportasi
2025-01-24,624455,sprei kasur,Perumahan & Akomodasi
2025-01-24,568963,ganti oli,Transportasi
2025-01-24,706992,laptop,Pendidikan
2025-01-24,831593,uang jajan,Lain-lain
2025-01-24,451177,aplikasi,Pendidikan
2025-01-25,1043779,peer to peer lending,Tabungan & Investasi
2025-01-25,1210467,bantuan korban banjir,Donasi & Hadiah
2025-01-25,1465264,sleeping bag,Travel & Liburan
2025-01-25,1657789,asuransi kesehatan,Tabungan & Investasi
2025-01-25,1692412,tinta printer,Pendidikan
2025-01-25,1682800,medical check up,Kesehatan & Kebugaran
2025-01-25,1615918,beli es krim,Makanan & Minuman
2025-01-25,1033832,main futsal,Belanja & Hiburan
2025-01-25,1412738,tiket teater,Belanja & Hiburan
2025-01-25,540117,karpet lantai,Perumahan & Akomodasi
2025-01-25,1299576,unit link,Tabungan & Investasi
2025-01-25,1596441,obligasi,Tabungan & Investasi
2025-01-25,843985,domain,Bisnis & Profesional
2025-01-26,510056,lazismu,Donasi & Hadiah
2025-01-26,1425059,steam motor,Transportasi
2025-01-26,1104711,daging ayam,Makanan & Minuman
2025-01-26,1289397,backpacking,Travel & Liburan
2025-01-26,917659,dana darurat,Tabungan & Investasi
2025-01-26,245427,berlangganan streaming,Belanja & Hiburan
2025-01-26,1544169,donasi masjid,Donasi & Hadiah
2025-01-27,1486468,beragam,Lain-lain
2025-01-27,96535,creambath,Kesehatan & Kebugaran
2025-01-27,1273975,infaq,Donasi & Hadiah
2025-01-27,221429,service charge,Perumahan & Akomodasi
2025-01-27,1124423,sarapan,Makanan & Minuman
2025-01-27,928134,hand sanitizer,Kesehatan & Kebugaran
2025-01-27,1513219,tas ransel,Belanja & Hiburan
2025-01-28,502456,cicilan hp,Utang & Cicilan
2025-01-28,1167485,mandiri finance,Utang & Cicilan
2025-01-28,525660,donasi lingkungan,Donasi & Hadiah
2025-01-28,664561,kalkulator,Pendidikan
2025-01-28,1288609,keperluan sehari-hari,Lain-lain
2025-01-28,441707,lemari pakaian,Perumahan & Akomodasi
2025-01-28,259182,keperluan rumah,Lain-lain
2025-01-28,1894524,investasi jangka panjang,Tabungan & Investasi
2025-01-29,1682509,keperluan rumah,Lain-lain
2025-01-29,1875789,klakson,Transportasi
2025-01-29,513250,rumah investasi,Tabungan & Investasi
2025-01-30,1522779,jam tangan,Belanja & Hiburan
2025-01-30,1045613,jilid skripsi,Pendidikan
2025-01-30,1608071,travel adapter,Travel & Liburan
2025-01-30,353836,cicilan kulkas,Utang & Cicilan
2025-01-30,1071486,pedicure,Kesehatan & Kebugaran
2025-01-30,601955,uang kuliah,Pendidikan
2025-01-30,493719,topi,Belanja & Hiburan
2025-01-31,1572236,penggaris,Pendidikan
2025-01-31,1276211,insentif,Bisnis & Profesional
2025-01-31,1437824,serum wajah,Kesehatan & Kebugaran
2025-01-31,1995441,gado-gado,Makanan & Minuman
2025-01-31,108380,paket honeymoon,Travel & Liburan
2025-01-31,247925,kebutuhan harian,Lain-lain
2025-02-01,1411111,cicilan elektronik,Utang & Cicilan
2025-02-01,374309,jilid skripsi,Pendidikan
2025-02-01,1162741,gopro,Travel & Liburan
2025-02-01,1107727,copyright,Bisnis & Profesional
2025-02-01,546565,les privat,Pendidikan
2025-02-02,436561,food court,Makanan & Minuman
2025-02-02,1649811,toner,Kesehatan & Kebugaran
2025-02-02,1126628,iklan,Bisnis & Profesional
2025-02-02,1197975,cicilan laptop,Utang & Cicilan
2025-02-02,1695482,taxi bandara,Transportasi
2025-02-02,231239,service motor,Transportasi
2025-02-03,1572653,tabungan liburan,Tabungan & Investasi
2025-02-03,1338098,cicilan rumah,Utang & Cicilan
2025-02-03,523828,tas ransel,Belanja & Hiburan
2025-02-03,499798,cargo,Lain-lain
2025-02-03,1674275,modal usaha,Tabungan & Investasi
2025-02-03,303761,kasur baru,Perumahan & Akomodasi
2025-02-03,574364,investasi jangka pendek,Tabungan & Investasi
2025-02-04,1334690,peralatan hiking,Travel & Liburan
2025-02-04,1544966,biaya admin,Utang & Cicilan
2025-02-04,1085836,donasi bencana,Donasi & Hadiah
2025-02-04,1994552,property investment,Tabungan & Investasi
2025-02-04,815410,insektisida,Perumahan & Akomodasi
2025-02-04,1413011,bus kota,Transportasi
2025-02-04,1111970,deposito,Tabungan & Investasi
2025-02-05,1491532,spooring,Transportasi
2025-02-05,734650,hadiah graduation,Donasi & Hadiah
2025-02-05,990969,insektisida,Perumahan & Akomodasi
2025-02-06,1250130,donasi masjid,Donasi & Hadiah
2025-02-06,689199,cargo,Lain-lain
2025-02-06,1734215,sunscreen,Kesehatan & Kebugaran
2025-02-06,1211396,mega finance,Utang & Cicilan
2025-02-06,189119,promosi,Bisnis & Profesional
2025-02-06,194268,novel terbaru,Belanja & Hiburan
2025-02-06,877942,makan di restoran,Makanan & Minuman
2025-02-06,1939662,ayam goreng,Makanan & Minuman
2025-02-06,507677,darurat,Lain-lain
2025-02-07,1195806,gayung mandi,Perumahan & Akomodasi
2025-02-07,1990959,souvenir,Travel & Liburan
2025-02-07,1497697,freelancer,Bisnis & Profesional
2025-02-07,953838,cicilan hp,Utang & Cicilan
2025-02-07,683257,maintenance fee,Perumahan & Akomodasi
2025-02-07,1953482,spa treatment,Kesehatan & Kebugaran
2025-02-08,1130273,air mineral,Makanan & Minuman
2025-02-08,999024,inventory,Bisnis & Profesional
2025-02-08,425081,investasi jangka panjang,Tabungan & Investasi
2025-02-08,1642821,billiard,Belanja & Hiburan
2025-02-08,267331,berlangganan streaming,Belanja & Hiburan
2025-02-08,1051116,tenis,Belanja & Hiburan
2025-02-08,101090,headset,Pendidikan
2025-02-08,492395,crypto,Tabungan & Investasi
2025-02-08,810384,uang parkir,Lain-lain
2025-02-08,1894529,MLM,Tabungan & Investasi
2025-02-09,1191839,nonton bioskop,Belanja & Hiburan
2025-02-09,1425156,resort,Travel & Liburan
2025-02-09,710819,hadiah pernikahan,Donasi & Hadiah
2025-02-09,1174583,darurat,Lain-lain
2025-02-09,1296831,cicilan kecil,Lain-lain
2025-02-09,1198493,bayar cleaning service,Perumahan & Akomodasi
2025-02-10,194378,jaket outdoor,Travel & Liburan
2025-02-10,856501,sofa ruang tamu,Perumahan & Akomodasi
2025-02-10,1334852,beli buku pelajaran,Pendidikan
2025-02-10,20408,hadiah pernikahan,Donasi & Hadiah
2025-02-10,1162847,creambath,Kesehatan & Kebugaran
2025-02-10,222953,homestay,Travel & Liburan
2025-02-10,601602,sarapan,Makanan & Minuman
2025-02-11,1791281,distributor,Bisnis & Profesional
2025-02-11,345682,beli furniture,Perumahan & Akomodasi
2025-02-11,1546143,stabilo,Pendidikan
2025-02-11,1881694,cicilan sofa,Utang & Cicilan
2025-02-11,1830058,kredit plus,Utang & Cicilan
2025-02-12,295102,pulpen,Pendidikan
2025-02-12,1003802,refinancing,Utang & Cicilan
2025-02-12,1107801,bantuan sosial,Donasi & Hadiah
2025-02-12,84219,gunting rambut,Kesehatan & Kebugaran
2025-02-13,1881190,snack kecil,Lain-lain
2025-02-13,227181,kalkulator,Pendidikan
2025-02-13,1757607,asuransi kredit,Utang & Cicilan
2025-02-13,1544867,hadiah idul adha,Donasi & Hadiah
2025-02-13,1670055,biaya admin,Lain-lain
2025-02-14,799764,minum jus,Makanan & Minuman
2025-02-14,958839,penginapan,Travel & Liburan
2025-02-14,1558924,sewa rumah,Perumahan & Akomodasi
2025-02-14,834982,homestay,Travel & Liburan
2025-02-14,1971237,aplikasi,Pendidikan
2025-02-14,1097627,rumah zakat,Donasi & Hadiah
2025-02-14,505328,donasi lingkungan,Donasi & Hadiah
2025-02-14,218326,tagihan kecil,Lain-lain
2025-02-14,645779,conditioner,Kesehatan & Kebugaran
2025-02-14,1264114,adopsi anak,Donasi & Hadiah
2025-02-14,1229700,client meeting,Bisnis & Profesional
2025-02-14,408025,beli buah,Makanan & Minuman
2025-02-15,1870572,beli susu,Makanan & Minuman
2025-02-15,1383944,tenda,Travel & Liburan
2025-02-15,1562949,shampoo,Kesehatan & Kebugaran
2025-02-15,133908,bensin motor,Transportasi
2025-02-15,1035693,infaq,Donasi & Hadiah
2025-02-15,58855,aneka ragam,Lain-lain
2025-02-16,1167687,pengeluaran kecil,Lain-lain
2025-02-16,845080,kursus bahasa,Pendidikan
2025-02-16,1583229,hiking gear,Belanja & Hiburan
2025-02-16,1093306,fundraising,Donasi & Hadiah
2025-02-16,272538,mandiri finance,Utang & Cicilan
2025-02-17,475435,beli donat,Makanan & Minuman
2025-02-17,468885,meja makan,Perumahan & Akomodasi
2025-02-17,1762642,service kulkas,Perumahan & Akomodasi
2025-02-17,254146,beli vitamin,Kesehatan & Kebugaran
2025-02-18,1767668,macam-macam,Lain-lain
2025-02-18,880967,meterai,Lain-lain
2025-02-18,395881,hosting,Bisnis & Profesional
2025-02-18,1573834,adira finance,Utang & Cicilan
2025-02-18,40422,reseller,Tabungan & Investasi
2025-02-18,344737,iuran RT,Perumahan & Akomodasi
2025-02-18,1547102,mie ayam,Makanan & Minuman
2025-02-18,589876,leasing motor,Utang & Cicilan
2025-02-18,1267249,seminar bisnis,Bisnis & Profesional
2025-02-18,181749,spa treatment,Kesehatan & Kebugaran
2025-02-19,642271,tiket pesawat,Travel & Liburan
2025-02-19,158035,bowling,Belanja & Hiburan
2025-02-19,692712,tabungan umroh,Tabungan & Investasi
2025-02-19,1342191,crowdfunding sosial,Donasi & Hadiah
2025-02-19,1319517,kereta bandara,Transportasi
2025-02-19,319493,rontgen,Kesehatan & Kebugaran
2025-02-20,208278,cek lab,Kesehatan & Kebugaran
2025-02-20,453260,cicilan kitchen set,Utang & Cicilan
2025-02-20,1946467,hadiah valentine,Donasi & Hadiah
2025-02-20,1594986,adira finance,Utang & Cicilan
2025-02-20,1597772,alat rumah tangga,Lain-lain
2025-02-20,1822066,beli buah,Makanan & Minuman
2025-02-20,65621,alat kebersihan,Perumahan & Akomodasi
2025-02-20,1431427,netflix,Belanja & Hiburan
2025-02-20,1347549,lemari pakaian,Perumahan & Akomodasi
2025-02-21,400910,karaoke,Belanja & Hiburan
2025-02-21,1921241,facebook ads,Bisnis & Profesional
2025-02-21,1473339,tas carrier,Travel & Liburan
2025-02-22,100099,maintenance fee,Perumahan & Akomodasi
2025-02-22,1611057,ganti oli,Transportasi
2025-02-22,16470,jaket,Belanja & Hiburan
2025-02-22,122284,tenis,Belanja & Hiburan
2025-02-22,780077,deposit apartemen,Perumahan & Akomodasi
2025-02-22,669840,hard disk,Pendidikan
2025-02-22,1919639,WOM finance,Utang & Cicilan
2025-02-23,267829,charity,Donasi & Hadiah
2025-02-23,1140702,beli donat,Makanan & Minuman
2025-02-23,305362,CSR perusahaan,Donasi & Hadiah
2025-02-23,1286049,cat tembok,Perumahan & Akomodasi
2025-02-23,1671412,leasing mobil,Utang & Cicilan
2025-02-23,1892949,tanah,Tabungan & Investasi
2025-02-24,936552,penghapus,Pendidikan
2025-02-24,1671430,hadiah valentine,Donasi & Hadiah
2025-02-24,1656454,sikat gigi,Kesehatan & Kebugaran
2025-02-24,237246,crowdfunding,Tabungan & Investasi
2025-02-25,1667033,lazismu,Donasi & Hadiah
2025-02-25,132882,tas travel,Travel & Liburan
2025-02-25,137825,cicilan rumah,Utang & Cicilan
2025-02-25,832855,charger portable,Travel & Liburan
2025-02-25,1380229,donasi panti,Donasi & Hadiah
2025-02-25,135429,iuran RT,Perumahan & Akomodasi
2025-02-25,234164,pengeluaran lain,Lain-lain
2025-02-26,1549687,beli pizza,Makanan & Minuman
2025-02-26,1116473,tabungan rumah,Tabungan & Investasi
2025-02-26,1863992,baznas,Donasi & Hadiah
2025-02-26,1359849,aksesoris,Belanja & Hiburan
2025-02-26,1843701,kalkulator,Pendidikan
2025-02-26,792508,penggaris,Pendidikan
2025-02-27,1092246,warung makan,Makanan & Minuman
2025-02-27,132837,kacamata,Belanja & Hiburan
2025-02-27,1525107,obligasi,Tabungan & Investasi
2025-02-27,741585,cicilan furniture,Utang & Cicilan
2025-02-27,1165987,hadiah imlek,Donasi & Hadiah
2025-02-28,565301,mouse komputer,Pendidikan
2025-02-28,1753381,marketing,Bisnis & Profesional
2025-02-28,163369,BPJS,Tabungan & Investasi
2025-02-28,1761293,rendang,Makanan & Minuman
2025-02-28,705013,investasi reksadana,Tabungan & Investasi
2025-02-28,830217,jilid skripsi,Pendidikan
2025-02-28,670599,martabak,Makanan & Minuman
2025-03-01,516140,cicilan kitchen set,Utang & Cicilan
2025-03-01,1919273,pengeluaran berkala,Lain-lain
2025-03-01,126082,BCA finance,Utang & Cicilan
2025-03-01,177863,asuransi jiwa,Tabungan & Investasi
2025-03-01,1732304,les privat,Pendidikan
2025-03-01,1956003,mega finance,Utang & Cicilan
2025-03-01,1165580,kereta bandara,Transportasi
2025-03-01,348493,pelunasan,Utang & Cicilan
2025-03-01,497241,refinancing,Utang & Cicilan
2025-03-02,1663303,kitabisa,Donasi & Hadiah
2025-03-02,68514,aksi cepat tanggap,Donasi & Hadiah
2025-03-02,633911,peer to peer lending,Tabungan & Investasi
2025-03-02,573869,uang jajan,Lain-lain
2025-03-02,192248,rumah zakat,Donasi & Hadiah
2025-03-02,1065709,bayar tol,Transportasi
2025-03-03,416443,beli celana,Belanja & Hiburan
2025-03-03,1879572,seminar bisnis,Bisnis & Profesional
2025-03-03,948659,skincare,Kesehatan & Kebugaran
2025-03-03,1377630,powerbank,Travel & Liburan
2025-03-04,1685362,transjakarta,Transportasi
2025-03-04,1453084,sewa driver,Transportasi
2025-03-04,388998,jajanan,Lain-lain
2025-03-04,1882173,massage,Kesehatan & Kebugaran
2025-03-05,1240779,skincare,Kesehatan & Kebugaran
2025-03-05,1861847,hadiah valentine,Donasi & Hadiah
2025-03-05,1311128,client meeting,Bisnis & Profesional
2025-03-05,525645,massage,Kesehatan & Kebugaran
2025-03-05,303578,KTA bank,Utang & Cicilan
2025-03-05,1860250,sabun mandi,Kesehatan & Kebugaran
2025-03-05,318822,dispenser air,Perumahan & Akomodasi
2025-03-05,487477,massage,Kesehatan & Kebugaran
2025-03-05,1663606,visa,Travel & Liburan
2025-03-06,914164,cicilan hp,Utang & Cicilan
2025-03-06,945650,map plastik,Pendidikan
2025-03-06,1437233,headset,Pendidikan
2025-03-06,1468063,kursus bahasa,Pendidikan
2025-03-07,991304,berlangganan streaming,Belanja & Hiburan
2025-03-07,1568773,backpacker,Travel & Liburan
2025-03-07,1646370,arcade games,Belanja & Hiburan
2025-03-07,242096,domain,Bisnis & Profesional
2025-03-07,1878323,kredit tanpa agunan,Utang & Cicilan
2025-03-07,1464530,beli baju,Belanja & Hiburan
2025-03-07,711984,makan siang,Makanan & Minuman
2025-03-07,1044280,adira finance,Utang & Cicilan
2025-03-08,331064,spidol,Pendidikan
2025-03-08,975201,rental mobil,Transportasi
2025-03-08,1088409,instagram ads,Bisnis & Profesional
2025-03-08,1932351,diving,Belanja & Hiburan
2025-03-08,1540086,backpacker,Travel & Liburan
2025-03-08,362530,cicilan furniture,Utang & Cicilan
2025-03-09,1588905,masker wajah,Kesehatan & Kebugaran
2025-03-09,503367,ganti kunci,Perumahan & Akomodasi
2025-03-09,73288,kredit plus,Utang & Cicilan
2025-03-09,137894,beli buku,Belanja & Hiburan
2025-03-09,229005,medical check up,Kesehatan & Kebugaran
2025-03-09,542344,administrasi,Lain-lain
2025-03-09,1705778,kipas angin,Perumahan & Akomodasi
2025-03-09,1539521,cicilan sofa,Utang & Cicilan
2025-03-09,417880,beli lampu,Perumahan & Akomodasi
2025-03-09,535309,bensin motor,Transportasi
2025-03-10,1731711,kamera,Travel & Liburan
2025-03-10,1474500,creambath,Kesehatan & Kebugaran
2025-03-10,297694,es krim,Lain-lain
2025-03-10,589095,alat rumah tangga,Lain-lain
2025-03-10,527126,spooring,Transportasi
2025-03-11,957934,hadiah natal,Donasi & Hadiah
2025-03-11,168022,campur-campur,Lain-lain
2025-03-11,979455,unit link,Tabungan & Investasi
2025-03-11,455435,helm baru,Transportasi
2025-03-11,850925,networking,Bisnis & Profesional
2025-03-11,1128872,beragam,Lain-lain
2025-03-11,1577167,pengeluaran rutin,Lain-lain
2025-03-12,1678015,denda telat,Utang & Cicilan
2025-03-12,1081555,bayar listrik,Perumahan & Akomodasi
2025-03-12,912030,cicilan springbed,Utang & Cicilan
2025-03-12,658185,jajanan,Lain-lain
2025-03-13,619114,villa,Travel & Liburan
2025-03-14,149612,lawyer,Bisnis & Profesional
2025-03-14,296996,balancing,Transportasi
2025-03-14,1854997,USG,Kesehatan & Kebugaran
2025-03-14,524740,pengeluaran spontan,Lain-lain
2025-03-14,217395,tzu chi,Donasi & Hadiah
2025-03-14,171492,shampoo,Kesehatan & Kebugaran
2025-03-15,744908,soto ayam,Makanan & Minuman
2025-03-15,1006180,asuransi kendaraan,Tabungan & Investasi
2025-03-15,1660818,moisturizer,Kesehatan & Kebugaran
2025-03-15,1936505,instagram ads,Bisnis & Profesional
2025-03-15,324806,shampoo,Kesehatan & Kebugaran
2025-03-15,1486555,moisturizer,Kesehatan & Kebugaran
2025-03-16,651464,taksi online,Transportasi
2025-03-16,1793435,deposit apartemen,Perumahan & Akomodasi
2025-03-16,802352,ganti oli,Transportasi
2025-03-16,1148942,hadiah natal,Donasi & Hadiah
2025-03-16,290473,insentif,Bisnis & Profesional
2025-03-16,489893,renang,Belanja & Hiburan
2025-03-16,192893,printer,Pendidikan
2025-03-16,1290410,jam tangan,Belanja & Hiburan
2025-03-17,867143,kalkulator,Pendidikan
2025-03-17,1118936,uber,Transportasi
2025-03-17,1656143,tabungan kendaraan,Tabungan & Investasi
2025-03-17,1505980,boarding pass,Transportasi
2025-03-18,1271079,uang jajan,Lain-lain
2025-03-18,1551415,beli emas,Tabungan & Investasi
2025-03-18,1900268,receh,Lain-lain
2025-03-18,1550765,tabungan haji,Tabungan & Investasi
2025-03-18,1063684,shampoo,Kesehatan & Kebugaran
2025-03-18,1425955,service charge,Perumahan & Akomodasi
2025-03-18,1915155,cicilan furniture,Utang & Cicilan
2025-03-19,1045452,permen,Lain-lain
2025-03-19,46546,helm baru,Transportasi
2025-03-20,920184,stapler,Pendidikan
2025-03-20,1289079,vacuum cleaner,Perumahan & Akomodasi
2025-03-20,1829074,crypto,Tabungan & Investasi
2025-03-20,130580,aksi cepat tanggap,Donasi & Hadiah
2025-03-20,253498,miscellaneous,Lain-lain
2025-03-20,267639,badminton,Belanja & Hiburan
2025-03-21,315123,conditioner,Kesehatan & Kebugaran
2025-03-21,1571343,supplier,Bisnis & Profesional
2025-03-21,556743,bayar gas,Perumahan & Akomodasi
2025-03-21,1346187,paket honeymoon,Travel & Liburan
2025-03-21,1949526,sayur mayur,Makanan & Minuman
2025-03-21,253538,cicilan sofa,Utang & Cicilan
2025-03-22,1946071,martabak,Makanan & Minuman
2025-03-22,820492,cicilan mobil,Utang & Cicilan
2025-03-22,196349,copyright,Bisnis & Profesional
2025-03-22,286659,e-book,Belanja & Hiburan
2025-03-22,1950920,grab car,Transportasi
2025-03-22,1443463,snorkeling,Belanja & Hiburan
2025-03-22,428604,investasi reksadana,Tabungan & Investasi
2025-03-22,1587036,family trip,Travel & Liburan
2025-03-23,1366429,copyright,Bisnis & Profesional
2025-03-23,292771,parkir motor,Transportasi
2025-03-23,548359,protein shake,Kesehatan & Kebugaran
2025-03-24,88594,handuk mandi,Perumahan & Akomodasi
2025-03-24,1101282,leasing mobil,Utang & Cicilan
2025-03-24,145998,jajan pasar,Makanan & Minuman
2025-03-24,493239,pengeluaran tak terduga,Lain-lain
2025-03-24,227071,cicilan laptop,Utang & Cicilan
2025-03-24,1725559,helm baru,Transportasi
2025-03-25,460646,masker wajah,Kesehatan & Kebugaran
2025-03-25,1447552,bakti sosial,Donasi & Hadiah
2025-03-25,941286,bantal guling,Perumahan & Akomodasi
2025-03-25,1058251,tablet,Pendidikan
2025-03-25,344391,SIUP,Bisnis & Profesional
2025-03-26,496768,ganti kunci,Perumahan & Akomodasi
2025-03-26,932377,alat kebersihan,Perumahan & Akomodasi
2025-03-26,1322179,pensil,Pendidikan
2025-03-26,479464,biaya provisi,Utang & Cicilan
2025-03-26,384266,marketing,Bisnis & Profesional
2025-03-26,316680,warung makan,Makanan & Minuman
2025-03-27,896614,rental car,Travel & Liburan
2025-03-27,391917,e-book,Belanja & Hiburan
2025-03-27,459395,jilid skripsi,Pendidikan
2025-03-28,901924,adventure tour,Travel & Liburan
2025-03-28,1232525,underwear,Belanja & Hiburan
2025-03-28,565057,food court,Makanan & Minuman
2025-03-28,457080,warung franchise,Tabungan & Investasi
2025-03-28,1508485,perbaikan AC,Perumahan & Akomodasi
2025-03-28,928718,hadiah valentine,Donasi & Hadiah
2025-03-28,1866589,tip,Lain-lain
2025-03-28,1285811,daging ayam,Makanan & Minuman
2025-03-28,1358407,personal trainer,Kesehatan & Kebugaran
2025-03-28,1759270,lain-lain,Lain-lain
2025-03-29,904321,tenis,Belanja & Hiburan
2025-03-29,1023506,izin usaha,Bisnis & Profesional
2025-03-29,1885291,konsultasi dokter,Kesehatan & Kebugaran
2025-03-29,1533403,spidol,Pendidikan
2025-03-29,1482714,conditioner,Kesehatan & Kebugaran
2025-03-29,1962167,meterai,Lain-lain
2025-03-29,1359585,impulse buying,Lain-lain
2025-03-30,1799009,biaya admin,Utang & Cicilan
2025-03-30,93825,laptop,Pendidikan
2025-03-30,178372,kredit konsumtif,Utang & Cicilan
2025-03-30,1903086,parkir motor,Transportasi
2025-03-30,50051,fotokopi,Lain-lain
2025-03-30,11450,promosi,Bisnis & Profesional
2025-03-30,286578,uang saku,Lain-lain
2025-03-30,1021145,sikat gigi,Kesehatan & Kebugaran
2025-03-31,1405561,kasur baru,Perumahan & Akomodasi
2025-03-31,1463772,makan siang,Makanan & Minuman
2025-03-31,856011,boarding pass,Transportasi
2025-03-31,688613,donasi online,Donasi & Hadiah
2025-03-31,1194612,refinancing,Utang & Cicilan
2025-03-31,745283,iklan,Bisnis & Profesional
2025-03-31,293720,uber,Transportasi
2025-04-01,354479,adopsi anak,Donasi & Hadiah
2025-04-01,603898,shampoo,Kesehatan & Kebugaran
2025-04-01,383947,snorkeling,Belanja & Hiburan
2025-04-01,660235,bantuan korban banjir,Donasi & Hadiah
2025-04-01,1525960,pulpen,Pendidikan
2025-04-01,188242,fee,Bisnis & Profesional
2025-04-01,568042,investasi pendidikan,Tabungan & Investasi
2025-04-01,1424399,sofa ruang tamu,Perumahan & Akomodasi
2025-04-01,1054482,bantal guling,Perumahan & Akomodasi
2025-04-02,1434244,suplemen,Kesehatan & Kebugaran
2025-04-02,552886,jilid skripsi,Pendidikan
2025-04-04,1353451,komisi,Bisnis & Profesional
2025-04-04,161172,asuransi motor,Transportasi
2025-04-04,1117022,reseller,Tabungan & Investasi
2025-04-04,1124130,tour package,Travel & Liburan
2025-04-04,1348418,tabungan umroh,Tabungan & Investasi
2025-04-05,1128309,workshop,Pendidikan
2025-04-05,857518,take over,Utang & Cicilan
2025-04-05,549775,uang saku,Lain-lain
2025-04-05,1140830,jam tangan,Belanja & Hiburan
2025-04-05,478413,bisnis sampingan,Tabungan & Investasi
2025-04-05,716532,sarapan,Makanan & Minuman
2025-04-05,933107,map plastik,Pendidikan
2025-04-05,427237,bantuan sosial,Donasi & Hadiah
2025-04-06,1820131,sedekah,Donasi & Hadiah
2025-04-06,1387908,software,Pendidikan
2025-04-06,280018,ganti aki,Transportasi
2025-04-06,390637,crowdfunding,Tabungan & Investasi
2025-04-06,956437,beli pizza,Makanan & Minuman
2025-04-06,1227436,manicure,Kesehatan & Kebugaran
2025-04-06,439890,rental motor,Transportasi
2025-04-07,1987680,tiket wisata,Travel & Liburan
2025-04-07,1709237,makan siang,Makanan & Minuman
2025-04-07,200541,designer,Bisnis & Profesional
2025-04-08,634699,seminar,Pendidikan
2025-04-08,1597409,service charge,Perumahan & Akomodasi
2025-04-08,1036790,diving,Belanja & Hiburan
2025-04-08,822852,peralatan hiking,Travel & Liburan
2025-04-08,276204,printer,Pendidikan
2025-04-09,1942581,service kulkas,Perumahan & Akomodasi
2025-04-09,1535108,asuransi kesehatan,Tabungan & Investasi
2025-04-09,149374,donasi online,Donasi & Hadiah
2025-04-09,1208692,tas travel,Travel & Liburan
2025-04-09,1456693,karaoke,Belanja & Hiburan
2025-04-09,1153321,networking,Bisnis & Profesional
